,Unnamed: 0,date,section,title,view
7800,7800,20200415,Society,"""선거 날, 좋잖아~ 막걸리 한 잔 해"" 이랬던 50대 남성 입건",435919
3754,3754,20200301,Society,경북 경산서 생후 45일 아기 코로나19 확진…전국 최연소(종합),435664
14821,14821,20200702,Society,"전교생 19명 시골학교 성추행 반전…""극단선택 교사 순직"" 왜",435077
12751,12751,20200609,Society,"포항 고3, 등교 이틀 뒤 사망…""온 몸에 멍, 폐 손상 심각""",434885
4291,4291,20200307,Society,"""신천지 집단거주지 10곳 더 있다""…베일 벗은 집단거주 실태",434796
3300,3300,20200225,Society,"[단독] 이재명 경기지사, 신천지 신도 3만명 명단 확보",434742
19052,19052,20200818,Society,"웃으며 이송된 전광훈, 하루 만에 '건강 상태 악화'",434695
3139,3139,20200223,Society,“‘신천지’ 신도라고 말한 적 없다”…음성 판정 후 20대 남성 ‘오리…,433587
15180,15180,20200706,Society,"최숙현 동료들 ""국제대회 때마다 100만원씩 장윤정에 보내라 해""",433221
18871,18871,20200816,Society,코로나 신규확진 200명대 폭증...279명 중 지역발생 267명(종합),432974
3038,3038,20200222,Society,경주 자택서 숨진 40대 코로나19 감염 확인…3번째 사망자,432906
1412,1412,20200204,Society,신종코로나 국내 16번째 환자 발생…태국 여행한 42세 한국여성(종…,432737
2673,2673,20200218,Society,"[단독] 대구 신천지교회, 코로나19 감염 쉬쉬…""외부 자율활동 하라…",432636
6901,6901,20200405,Society,"앱엔 '자택격리' 띄우고, 로또점·미술관 등 훑고다닌 군포 확진 부…",432042
5916,5916,20200325,Society,"조주빈이 입은 휠라, 주가 폭등… 의문의 1승이었다",431166
3571,3571,20200228,Society,"[밀실] ""신천지 60%가 20대""···청년들은 왜 신천지에 끌릴까",430955
14010,14010,20200623,Society,'갓갓' 공범 안승진 얼굴 드러내…작은 체구에 안경 착용,430179
18601,18601,20200813,Society,“PD는 기안84 왜 쓰나요” 난장판 된 시청자 게시판,430041
19861,19861,20200827,Society,"광주, 사실상 3단계 거리두기 행정명령…종교·다중시설 집합금지(…",429896
16800,16800,20200724,Society,물폭탄에 초토화된 부산…침수된 지하차도 갇혔던 3명 숨져(종합3보…,428615
3391,3391,20200226,Society,"[속보] 서울 강남구에서 확진자 2명…27세 신천지교인 남성, 대구 …",428550
4110,4110,20200305,Society,"“이국종, 빛처럼 등장” 코로나현장 가는 헬기에 감격한 댓글들",428277
2857,2857,20200220,Society,[속보] 대구서 또 코로나19 확진자 5명 추가 발생,427693
2946,2946,20200221,Society,"[단독] 메르스때처럼…병원감염 시작됐다, 간호사 5명 확진",426777
1232,1232,20200202,Society,"[단독] 질본, 군산 '신종 코로나' 확진자 이용 목욕탕 영업허용 논…",426210
1141,1141,20200201,Society,'신종 코로나' 국내 12번째 환자…일본 환자 접촉 49세 중국 남성,426175
1233,1233,20200202,Society,수원시 “15번째 신종코로나 확진자는 수원 거주 40대 남성”,425538
17165,17165,20200728,Society,박지윤·최동석 아나운서 부부 가족 탄 승용차 역주행차와 충돌(종…,424328
